"CountryCode","SeriesCode","DESCRIPTION",
"LMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LSO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LTU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LTU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","SG.NOD.CONS","There is no nondiscrimination provision.",
"LTU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","BX.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LUX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","SG.NOD.CONS","There is no nondiscrimination provision.",
"LUX","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LVA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LVA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","IT.NET.USER.ZS","Ministry of Transport.",
"LVA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MAR","NY.GNP.MKTP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GNP.MKTP.PC.CD","Includes Former Spanish Sahara.",
"MAR","SG.NOD.CONS","There is no nondiscrimination provision.",
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","NY.GDP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","NY.GDP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","NY.GNP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD","Excludes Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CN","Excludes Transnistria.",
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","NY.GDP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KN","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KN","Excludes Transnistria.",
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","NY.GNP.MKTP.PC.CD","Excludes Transnistria.",
"MDA","NY.GNP.MKTP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MDG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MEA","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","SG.NOD.CONS","There is no nondiscrimination provision.",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","SG.NOD.CONS","There is no nondiscrimination provision.",
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MWI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MYS","IT.NET.USER.ZS","Jabatan Telekom Malaysia. From 2002: Malaysian Communications and Multimedia Commission (MCMC).",
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak.",
"MYS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MYS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MYS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"NAM","IT.NET.USER.ZS","Telecom Namibia. From 2002: Namibian Communications Commission (NCC).",
"NAM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NAM","SG.GEN.PARL.ZS","The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005.",
"NAM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NAM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NCL","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NCL","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"NCL","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NCL","IT.NET.USER.ZS","Office des Postes et des Télécommunications (OPT).",
"NER","IT.NET.USER.ZS","Until 2004: Ministère de la Communication and Societe Nigerienne des Télécommunications (SONITEL). Institut National de la Statistique.",
"NER","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NER","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"NER","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"NGA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NGA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NGA","IT.NET.USER.ZS","Nigerian Telecommunications Plc (NITEL). From 2002: Nigerian Communications Commission (NCC).",
"NIC","IT.NET.USER.ZS","Instituto Nicaraguense de Telecomunicaciones y Correos (TELCOR).",
"NIC","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NIC","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NIC","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NLD","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NLD","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","IT.NET.USER.ZS","KPN, Libertel. From 2001: Independent Post and Telecommunications Authority (OPTA).",
"NLD","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NLD","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA).",
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands.",
"NOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NOR","SG.NOD.CONS","There is no nondiscrimination provision.",
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA).",
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport",
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development.",
"NZL","VC.IHR.PSRC.P5","Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide.",
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OED","FX.OWN.TOTL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.YG.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.SO.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.60.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.OL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.40.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.PL.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.FE.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.MA.ZS","Only high-income countries are covered.",
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA).",
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA).",
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos",
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones.",
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC).",
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"PHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
